ENTITY_NM_ID,OBJ_ID,ENTITY_ID,NM_TYP_CD,FIRST_NM,MIDDLE_NM,LAST_NM,SUFFIX_NM,TITLE_NM,DFLT_IND,ACTV_IND
OLE2806,OLE2806,OLE2806,PRFR,THELMA,X,BUMGARNER,,,Y,Y
OLE2807,OLE2807,OLE2807,PRFR,MAE,U,DAY,,,Y,Y
OLE2808,OLE2808,OLE2808,PRFR,ELNORA,P,FARMER,,,Y,Y
OLE2809,OLE2809,OLE2809,PRFR,STACI,S,STIDHAM,,,Y,Y
OLE2810,OLE2810,OLE2810,PRFR,OWEN,M,VEGA,,,Y,Y
OLE2811,OLE2811,OLE2811,PRFR,PHIL,Y,BLADES,,,Y,Y
OLE2812,OLE2812,OLE2812,PRFR,SANDY,F,BROTHERTON,,,Y,Y
OLE2813,OLE2813,OLE2813,PRFR,BROOKE,M,LANG,,,Y,Y
OLE2814,OLE2814,OLE2814,PRFR,CHRISTA,E,FERRARO,,,Y,Y
OLE2815,OLE2815,OLE2815,PRFR,WALLACE,C,ADAMSKI,,,Y,Y
OLE2816,OLE2816,OLE2816,PRFR,HALLIE,A,BYNUM,,,Y,Y
OLE2817,OLE2817,OLE2817,PRFR,TERRENCE,G,WATSON,,,Y,Y
OLE2818,OLE2818,OLE2818,PRFR,DELMAR,M,FLOWERS,,,Y,Y
OLE2819,OLE2819,OLE2819,PRFR,JACQUELINE,Z,TIPTON,,,Y,Y
OLE2820,OLE2820,OLE2820,PRFR,SHAUNA,M,MOFFATT,,,Y,Y
OLE2821,OLE2821,OLE2821,PRFR,GUS,M,SWITZER,,,Y,Y
OLE2822,OLE2822,OLE2822,PRFR,LINWOOD,K,MULKEY,,,Y,Y
OLE2823,OLE2823,OLE2823,PRFR,JOSEFA,W,CHURCH,,,Y,Y
OLE2824,OLE2824,OLE2824,PRFR,SHAWN,B,MOORMAN,,,Y,Y
OLE2825,OLE2825,OLE2825,PRFR,JULIAN,I,MOSER,,,Y,Y
OLE2826,OLE2826,OLE2826,PRFR,MYRON,F,CHANG,,,Y,Y
OLE2827,OLE2827,OLE2827,PRFR,JOHNIE,S,STEPHEN,,,Y,Y
OLE2828,OLE2828,OLE2828,PRFR,BOB,R,SPARKS,,,Y,Y
OLE2829,OLE2829,OLE2829,PRFR,ANDERSON,D,BURWELL,,,Y,Y
OLE2830,OLE2830,OLE2830,PRFR,DELIA,E,MOTLEY,,,Y,Y
OLE2831,OLE2831,OLE2831,PRFR,WILEY,T,LEAK,,,Y,Y
OLE2832,OLE2832,OLE2832,PRFR,TAD,T,HATCHETT,,,Y,Y
OLE2833,OLE2833,OLE2833,PRFR,WHITNEY,G,CARO,,,Y,Y
OLE2834,OLE2834,OLE2834,PRFR,JACKIE,M,LACHANCE,,,Y,Y
OLE2835,OLE2835,OLE2835,PRFR,PATTI,V,POTTER,,,Y,Y
OLE2836,OLE2836,OLE2836,PRFR,GEOFFREY,R,ALLEY,,,Y,Y
OLE2837,OLE2837,OLE2837,PRFR,ELBERT,D,RUBIO,,,Y,Y
OLE2838,OLE2838,OLE2838,PRFR,KERI,P,TOWNER,,,Y,Y
OLE2839,OLE2839,OLE2839,PRFR,RANDALL,O,KOWALCZYK,,,Y,Y
OLE2840,OLE2840,OLE2840,PRFR,KARLA,R,EGBERT,,,Y,Y
OLE2841,OLE2841,OLE2841,PRFR,NESTOR,Z,MCGUIRE,,,Y,Y
OLE2842,OLE2842,OLE2842,PRFR,KENDRA,Z,PRIDEMORE,,,Y,Y
OLE2843,OLE2843,OLE2843,PRFR,VINCE,J,LAROCHELLE,,,Y,Y
OLE2844,OLE2844,OLE2844,PRFR,BORIS,E,HONEYCUTT,,,Y,Y
OLE2845,OLE2845,OLE2845,PRFR,KATHRINE,F,QUARLES,,,Y,Y
OLE2846,OLE2846,OLE2846,PRFR,JENNY,J,SEAVEY,,,Y,Y
OLE2847,OLE2847,OLE2847,PRFR,ERNEST,Z,GORTON,,,Y,Y
OLE2848,OLE2848,OLE2848,PRFR,DEVON,L,CARL,,,Y,Y
OLE2849,OLE2849,OLE2849,PRFR,ANTONIO,F,KUNKEL,,,Y,Y
OLE2850,OLE2850,OLE2850,PRFR,SAUNDRA,H,DOBSON,,,Y,Y
OLE2851,OLE2851,OLE2851,PRFR,MARGIE,Y,SHACKLEFORD,,,Y,Y
OLE2852,OLE2852,OLE2852,PRFR,ADELE,D,BOLDING,,,Y,Y
OLE2853,OLE2853,OLE2853,PRFR,GWEN,Z,MCVEY,,,Y,Y
OLE2854,OLE2854,OLE2854,PRFR,MABLE,V,SERRA,,,Y,Y
OLE2855,OLE2855,OLE2855,PRFR,LEA,K,SWOPE,,,Y,Y
OLE2856,OLE2856,OLE2856,PRFR,RENE,Z,ALVIS,,,Y,Y
OLE2857,OLE2857,OLE2857,PRFR,ARTHUR,F,WASSERMAN,,,Y,Y
OLE2858,OLE2858,OLE2858,PRFR,QUINCY,Y,PENCE,,,Y,Y
OLE2859,OLE2859,OLE2859,PRFR,DARIO,S,SAUNDERS,,,Y,Y
OLE2860,OLE2860,OLE2860,PRFR,WILLIAMS,J,WITTE,,,Y,Y
OLE2861,OLE2861,OLE2861,PRFR,QUENTIN,N,FEATHERSTON,,,Y,Y
OLE2862,OLE2862,OLE2862,PRFR,TORY,M,SWEITZER,,,Y,Y
OLE2863,OLE2863,OLE2863,PRFR,CARMINE,O,MOUNTS,,,Y,Y
OLE2864,OLE2864,OLE2864,PRFR,DALLAS,V,LOVING,,,Y,Y
OLE2865,OLE2865,OLE2865,PRFR,BOOKER,H,RENSHAW,,,Y,Y
OLE2866,OLE2866,OLE2866,PRFR,STACI,F,DORAN,,,Y,Y
OLE2867,OLE2867,OLE2867,PRFR,HARRIETT,Z,EAGLE,,,Y,Y
OLE2868,OLE2868,OLE2868,PRFR,LOUELLA,M,SOUTH,,,Y,Y
OLE2869,OLE2869,OLE2869,PRFR,GAY,U,ENDICOTT,,,Y,Y
OLE2870,OLE2870,OLE2870,PRFR,LAURA,R,BASSO,,,Y,Y
OLE2871,OLE2871,OLE2871,PRFR,MICHAEL,Z,AYOTTE,,,Y,Y
OLE2872,OLE2872,OLE2872,PRFR,ELLIS,G,FAUST,,,Y,Y
OLE2873,OLE2873,OLE2873,PRFR,ELLA,R,DRYE,,,Y,Y
OLE2874,OLE2874,OLE2874,PRFR,ELLIS,J,CONWELL,,,Y,Y
OLE2875,OLE2875,OLE2875,PRFR,NICHOLAS,S,BUTT,,,Y,Y
OLE2876,OLE2876,OLE2876,PRFR,JEFFERSON,D,WESTON,,,Y,Y
OLE2877,OLE2877,OLE2877,PRFR,PAULINE,L,DELOZIER,,,Y,Y
OLE2878,OLE2878,OLE2878,PRFR,MALCOLM,L,BROCHU,,,Y,Y
OLE2879,OLE2879,OLE2879,PRFR,DORIS,I,SKEEN,,,Y,Y
OLE2880,OLE2880,OLE2880,PRFR,OLEN,O,DAVILA,,,Y,Y
OLE2881,OLE2881,OLE2881,PRFR,SUSANA,N,FRAZIER,,,Y,Y
OLE2882,OLE2882,OLE2882,PRFR,SHERRY,V,FIFE,,,Y,Y
OLE2883,OLE2883,OLE2883,PRFR,ALEJANDRA,E,PICKARD,,,Y,Y
OLE2884,OLE2884,OLE2884,PRFR,LETHA,V,PLEMMONS,,,Y,Y
OLE2885,OLE2885,OLE2885,PRFR,KRISTIN,U,PHILIPS,,,Y,Y
OLE2886,OLE2886,OLE2886,PRFR,SHELBY,J,SHAUGHNESSY,,,Y,Y
OLE2887,OLE2887,OLE2887,PRFR,RUDOLPH,D,PLATT,,,Y,Y
OLE2888,OLE2888,OLE2888,PRFR,DANE,D,WARRINGTON,,,Y,Y
OLE2889,OLE2889,OLE2889,PRFR,JARED,N,TEASLEY,,,Y,Y
OLE2890,OLE2890,OLE2890,PRFR,KURTIS,W,STATEN,,,Y,Y
OLE2891,OLE2891,OLE2891,PRFR,YOUNG,Q,MICHAELSON,,,Y,Y
OLE2892,OLE2892,OLE2892,PRFR,BRIAN,T,SKILES,,,Y,Y
OLE2893,OLE2893,OLE2893,PRFR,HERSCHEL,N,VALENTE,,,Y,Y
OLE2894,OLE2894,OLE2894,PRFR,MYRNA,X,WHYTE,,,Y,Y
OLE2895,OLE2895,OLE2895,PRFR,EVE,Q,BERGLUND,,,Y,Y
OLE2896,OLE2896,OLE2896,PRFR,KRISTI,Q,EASTERLING,,,Y,Y
OLE2897,OLE2897,OLE2897,PRFR,RHEA,W,PORTERFIELD,,,Y,Y
OLE2898,OLE2898,OLE2898,PRFR,TEDDY,I,SAAVEDRA,,,Y,Y
OLE2899,OLE2899,OLE2899,PRFR,ZACHARY,Y,STANFILL,,,Y,Y
OLE2900,OLE2900,OLE2900,PRFR,PATRICE,N,SEIBEL,,,Y,Y
OLE2901,OLE2901,OLE2901,PRFR,ANGELITA,T,NIGHTINGALE,,,Y,Y
OLE2902,OLE2902,OLE2902,PRFR,GINGER,I,HATTEN,,,Y,Y
OLE2903,OLE2903,OLE2903,PRFR,TRUMAN,G,ALDERSON,,,Y,Y
OLE2904,OLE2904,OLE2904,PRFR,JOSEFA,N,KITE,,,Y,Y
OLE2905,OLE2905,OLE2905,PRFR,ALTA,E,BEAL,,,Y,Y
OLE2906,OLE2906,OLE2906,PRFR,WILLIAMS,P,CORBITT,,,Y,Y
OLE2907,OLE2907,OLE2907,PRFR,ART,B,CROWE,,,Y,Y
OLE2908,OLE2908,OLE2908,PRFR,DEWITT,I,VARELA,,,Y,Y
OLE2909,OLE2909,OLE2909,PRFR,NORBERT,F,OLINGER,,,Y,Y
OLE2910,OLE2910,OLE2910,PRFR,DARWIN,U,THRIFT,,,Y,Y
OLE2911,OLE2911,OLE2911,PRFR,FLORINE,D,STRICKER,,,Y,Y
OLE2912,OLE2912,OLE2912,PRFR,AIDA,U,DIXON,,,Y,Y
OLE2913,OLE2913,OLE2913,PRFR,JAMAAL,O,JUDE,,,Y,Y
OLE2914,OLE2914,OLE2914,PRFR,LOWELL,B,PEDERSON,,,Y,Y
OLE2915,OLE2915,OLE2915,PRFR,DEVIN,Z,SHERWIN,,,Y,Y
OLE2916,OLE2916,OLE2916,PRFR,MICHAEL,L,CAHILL,,,Y,Y
OLE2917,OLE2917,OLE2917,PRFR,ROCCO,C,WHITTED,,,Y,Y
OLE2918,OLE2918,OLE2918,PRFR,GILBERTO,P,FABRIZIO,,,Y,Y
OLE2919,OLE2919,OLE2919,PRFR,LILY,M,GUY,,,Y,Y
OLE2920,OLE2920,OLE2920,PRFR,IAN,C,PAGEL,,,Y,Y
OLE2921,OLE2921,OLE2921,PRFR,LEONEL,X,MELLON,,,Y,Y
OLE2922,OLE2922,OLE2922,PRFR,LUPE,Q,HAWORTH,,,Y,Y
OLE2923,OLE2923,OLE2923,PRFR,SANG,H,OWINGS,,,Y,Y
OLE2924,OLE2924,OLE2924,PRFR,LORRAINE,I,BOWDEN,,,Y,Y
OLE2925,OLE2925,OLE2925,PRFR,JAMES,F,FAUST,,,Y,Y
OLE2926,OLE2926,OLE2926,PRFR,THAD,A,PEELE,,,Y,Y
OLE2927,OLE2927,OLE2927,PRFR,COLEEN,P,SILVERSTEIN,,,Y,Y
OLE2928,OLE2928,OLE2928,PRFR,RENE,M,KEPHART,,,Y,Y
OLE2929,OLE2929,OLE2929,PRFR,BLAIR,F,SUMMER,,,Y,Y
OLE2930,OLE2930,OLE2930,PRFR,AMOS,V,NOYES,,,Y,Y
OLE2931,OLE2931,OLE2931,PRFR,KARIN,U,LOERA,,,Y,Y
OLE2932,OLE2932,OLE2932,PRFR,GLORIA,F,BELLAMY,,,Y,Y
OLE2933,OLE2933,OLE2933,PRFR,ANGEL,X,DENT,,,Y,Y
OLE2934,OLE2934,OLE2934,PRFR,MARITZA,D,BOTELLO,,,Y,Y
OLE2935,OLE2935,OLE2935,PRFR,EMILY,C,HODGES,,,Y,Y
OLE2936,OLE2936,OLE2936,PRFR,REID,E,MANGAN,,,Y,Y
OLE2937,OLE2937,OLE2937,PRFR,ISSAC,D,KITE,,,Y,Y
OLE2938,OLE2938,OLE2938,PRFR,JOSIAH,O,HOLTER,,,Y,Y
OLE2939,OLE2939,OLE2939,PRFR,MARK,Q,WAINWRIGHT,,,Y,Y
OLE2940,OLE2940,OLE2940,PRFR,QUINTON,R,PICKEL,,,Y,Y
OLE2941,OLE2941,OLE2941,PRFR,SHAUNA,X,CLOWER,,,Y,Y
OLE2942,OLE2942,OLE2942,PRFR,FANNY,I,LOMAX,,,Y,Y
OLE2943,OLE2943,OLE2943,PRFR,ALONZO,E,BARRINGER,,,Y,Y
OLE2944,OLE2944,OLE2944,PRFR,BRIGITTE,K,EVERHART,,,Y,Y
OLE2945,OLE2945,OLE2945,PRFR,FRITZ,B,NUNES,,,Y,Y
OLE2946,OLE2946,OLE2946,PRFR,BUFORD,I,MODICA,,,Y,Y
OLE2947,OLE2947,OLE2947,PRFR,ABDUL,A,FARTHING,,,Y,Y
OLE2948,OLE2948,OLE2948,PRFR,BRENT,G,KORTE,,,Y,Y
OLE2949,OLE2949,OLE2949,PRFR,CALLIE,W,WAGONER,,,Y,Y
OLE2950,OLE2950,OLE2950,PRFR,SETH,S,PURDY,,,Y,Y
OLE2951,OLE2951,OLE2951,PRFR,CHASE,L,GROSSMAN,,,Y,Y
OLE2952,OLE2952,OLE2952,PRFR,ALDEN,O,NOCK,,,Y,Y
OLE2953,OLE2953,OLE2953,PRFR,JAIME,Q,BROCKINGTON,,,Y,Y
OLE2954,OLE2954,OLE2954,PRFR,ROBT,I,STILTNER,,,Y,Y
OLE2955,OLE2955,OLE2955,PRFR,PAIGE,S,COPENHAVER,,,Y,Y
OLE2956,OLE2956,OLE2956,PRFR,ADDIE,B,PARE,,,Y,Y
OLE2957,OLE2957,OLE2957,PRFR,VINCE,M,WHITING,,,Y,Y
OLE2958,OLE2958,OLE2958,PRFR,DERICK,V,COBB,,,Y,Y
OLE2959,OLE2959,OLE2959,PRFR,NEWTON,V,VILLASENOR,,,Y,Y
OLE2960,OLE2960,OLE2960,PRFR,JEWEL,T,GRAZIANO,,,Y,Y
OLE2961,OLE2961,OLE2961,PRFR,KENNY,O,FULBRIGHT,,,Y,Y
OLE2962,OLE2962,OLE2962,PRFR,PAULETTE,D,THIGPEN,,,Y,Y
OLE2963,OLE2963,OLE2963,PRFR,DIANA,A,TOMLINSON,,,Y,Y
OLE2964,OLE2964,OLE2964,PRFR,VIOLET,A,GASKINS,,,Y,Y
OLE2965,OLE2965,OLE2965,PRFR,JEAN,C,KITCHENS,,,Y,Y
OLE2966,OLE2966,OLE2966,PRFR,AGNES,Q,BURDETTE,,,Y,Y
OLE2967,OLE2967,OLE2967,PRFR,ERICKA,O,DUBOSE,,,Y,Y
OLE2968,OLE2968,OLE2968,PRFR,MELBA,W,WAMPLER,,,Y,Y
OLE2969,OLE2969,OLE2969,PRFR,HOLLY,S,NUSSBAUM,,,Y,Y
OLE2970,OLE2970,OLE2970,PRFR,ELBA,C,HOUSE,,,Y,Y
OLE2971,OLE2971,OLE2971,PRFR,BURTON,J,HOLLIFIELD,,,Y,Y
OLE2972,OLE2972,OLE2972,PRFR,MARGARITA,A,BARRY,,,Y,Y
OLE2973,OLE2973,OLE2973,PRFR,JAYNE,F,DIEHL,,,Y,Y
OLE2974,OLE2974,OLE2974,PRFR,STEFAN,P,THORNE,,,Y,Y
OLE2975,OLE2975,OLE2975,PRFR,JULIO,Q,LOWE,,,Y,Y
OLE2976,OLE2976,OLE2976,PRFR,BRIDGETT,S,RAMER,,,Y,Y
OLE2977,OLE2977,OLE2977,PRFR,SAMUEL,U,TOY,,,Y,Y
OLE2978,OLE2978,OLE2978,PRFR,DARREL,L,MCGEHEE,,,Y,Y
OLE2979,OLE2979,OLE2979,PRFR,JENNIE,Q,LIVINGSTON,,,Y,Y
OLE2980,OLE2980,OLE2980,PRFR,HERSCHEL,J,BERGER,,,Y,Y
OLE2981,OLE2981,OLE2981,PRFR,JAMAR,R,HAYASHI,,,Y,Y
OLE2982,OLE2982,OLE2982,PRFR,ESTELLA,I,PEIFFER,,,Y,Y
OLE2983,OLE2983,OLE2983,PRFR,MARICELA,E,GANN,,,Y,Y
OLE2984,OLE2984,OLE2984,PRFR,CAROL,E,GOEBEL,,,Y,Y
OLE2985,OLE2985,OLE2985,PRFR,TRACIE,E,BURKES,,,Y,Y
OLE2986,OLE2986,OLE2986,PRFR,MARICELA,Y,NAUMANN,,,Y,Y
OLE2987,OLE2987,OLE2987,PRFR,KERRI,I,SALGADO,,,Y,Y
OLE2988,OLE2988,OLE2988,PRFR,GUSTAVO,V,HUYNH,,,Y,Y
OLE2989,OLE2989,OLE2989,PRFR,DUSTY,T,WENDELL,,,Y,Y
OLE2990,OLE2990,OLE2990,PRFR,CHRISTOPHER,G,BASHAW,,,Y,Y
OLE2991,OLE2991,OLE2991,PRFR,DUNCAN,F,ROEMER,,,Y,Y
OLE2992,OLE2992,OLE2992,PRFR,TRICIA,I,BOYKINS,,,Y,Y
OLE2993,OLE2993,OLE2993,PRFR,SYBIL,Z,HAIGH,,,Y,Y
OLE2994,OLE2994,OLE2994,PRFR,ADELA,Z,ESSARY,,,Y,Y
OLE2995,OLE2995,OLE2995,PRFR,AURELIA,L,BARROWS,,,Y,Y
OLE2996,OLE2996,OLE2996,PRFR,GARRY,I,OKEEFE,,,Y,Y
OLE2997,OLE2997,OLE2997,PRFR,GABRIELLE,N,VIDRINE,,,Y,Y
OLE2998,OLE2998,OLE2998,PRFR,STACEY,O,LEATHERWOOD,,,Y,Y
OLE2999,OLE2999,OLE2999,PRFR,SONDRA,P,RIGDON,,,Y,Y
OLE3000,OLE3000,OLE3000,PRFR,SHELBY,E,NAVA,,,Y,Y
OLE3001,OLE3001,OLE3001,PRFR,JULIETTE,T,STROUP,,,Y,Y
OLE3002,OLE3002,OLE3002,PRFR,RUSS,G,FORET,,,Y,Y
OLE3003,OLE3003,OLE3003,PRFR,ALYSON,S,GILMER,,,Y,Y
OLE3004,OLE3004,OLE3004,PRFR,FLORA,L,BODEN,,,Y,Y
OLE3005,OLE3005,OLE3005,PRFR,MATILDA,Q,ORTEGA,,,Y,Y
OLE3006,OLE3006,OLE3006,PRFR,BEAU,R,GODSEY,,,Y,Y
OLE3007,OLE3007,OLE3007,PRFR,DANNY,A,HARDEN,,,Y,Y
OLE3008,OLE3008,OLE3008,PRFR,EMILY,L,NICHOLLS,,,Y,Y
OLE3009,OLE3009,OLE3009,PRFR,TWILA,K,FEDERICO,,,Y,Y
OLE3010,OLE3010,OLE3010,PRFR,SELMA,R,GARRIS,,,Y,Y
OLE3011,OLE3011,OLE3011,PRFR,CLINTON,K,GILLAM,,,Y,Y
OLE3012,OLE3012,OLE3012,PRFR,TRISHA,C,MCCLENDON,,,Y,Y
OLE3013,OLE3013,OLE3013,PRFR,TRENTON,B,GRIGG,,,Y,Y
OLE3014,OLE3014,OLE3014,PRFR,ROSARIO,D,GORHAM,,,Y,Y
OLE3015,OLE3015,OLE3015,PRFR,JEANIE,X,GUILLORY,,,Y,Y
OLE3016,OLE3016,OLE3016,PRFR,ARACELI,Q,EMERY,,,Y,Y
OLE3017,OLE3017,OLE3017,PRFR,ANDREA,Q,DOWDY,,,Y,Y
OLE3018,OLE3018,OLE3018,PRFR,TOM,G,MOSLEY,,,Y,Y
OLE3019,OLE3019,OLE3019,PRFR,NANNIE,J,KAISER,,,Y,Y
OLE3020,OLE3020,OLE3020,PRFR,LELIA,S,MINTER,,,Y,Y
OLE3021,OLE3021,OLE3021,PRFR,LENA,H,DEAL,,,Y,Y
OLE3022,OLE3022,OLE3022,PRFR,MERRILL,T,THORSON,,,Y,Y
OLE3023,OLE3023,OLE3023,PRFR,SILAS,V,OMARA,,,Y,Y
OLE3024,OLE3024,OLE3024,PRFR,JAMAAL,C,GASAWAY,,,Y,Y
OLE3025,OLE3025,OLE3025,PRFR,ORA,N,LOGGINS,,,Y,Y
OLE3026,OLE3026,OLE3026,PRFR,MARLENE,Z,MANION,,,Y,Y
OLE3027,OLE3027,OLE3027,PRFR,GABRIEL,Z,NIGHTINGALE,,,Y,Y
OLE3028,OLE3028,OLE3028,PRFR,MORRIS,U,STANSBURY,,,Y,Y
OLE3029,OLE3029,OLE3029,PRFR,ALISSA,E,YANCEY,,,Y,Y
OLE3030,OLE3030,OLE3030,PRFR,KIRSTEN,L,HOLLISTER,,,Y,Y
OLE3031,OLE3031,OLE3031,PRFR,THERON,I,NATION,,,Y,Y
OLE3032,OLE3032,OLE3032,PRFR,MARY,C,GASPARD,,,Y,Y
OLE3033,OLE3033,OLE3033,PRFR,ALMA,F,MCCANDLESS,,,Y,Y
OLE3034,OLE3034,OLE3034,PRFR,MICHAEL,L,CALLAHAN,,,Y,Y
OLE3035,OLE3035,OLE3035,PRFR,AMADO,C,BAUGH,,,Y,Y
OLE3036,OLE3036,OLE3036,PRFR,VICTORIA,S,HOUSER,,,Y,Y
OLE3037,OLE3037,OLE3037,PRFR,ERNESTINE,Q,WALSTON,,,Y,Y
OLE3038,OLE3038,OLE3038,PRFR,OLLIE,M,RANGEL,,,Y,Y
OLE3039,OLE3039,OLE3039,PRFR,FRANCISCO,U,HOLLOMAN,,,Y,Y
OLE3040,OLE3040,OLE3040,PRFR,KIRSTEN,O,JULIUS,,,Y,Y
OLE3041,OLE3041,OLE3041,PRFR,DANIEL,G,STANFILL,,,Y,Y
OLE3042,OLE3042,OLE3042,PRFR,MARYANNE,M,CARLISLE,,,Y,Y
OLE3043,OLE3043,OLE3043,PRFR,JARED,N,BYBEE,,,Y,Y
OLE3044,OLE3044,OLE3044,PRFR,CAROLINA,U,KNOTTS,,,Y,Y
OLE3045,OLE3045,OLE3045,PRFR,TONYA,L,KILBURN,,,Y,Y
OLE3046,OLE3046,OLE3046,PRFR,JACLYN,J,MELVIN,,,Y,Y
OLE3047,OLE3047,OLE3047,PRFR,VIRGIE,A,PUTMAN,,,Y,Y
OLE3048,OLE3048,OLE3048,PRFR,VITO,H,OGLESBY,,,Y,Y
OLE3049,OLE3049,OLE3049,PRFR,ELVIS,L,MCHENRY,,,Y,Y
OLE3050,OLE3050,OLE3050,PRFR,IGNACIO,A,STANFIELD,,,Y,Y
OLE3051,OLE3051,OLE3051,PRFR,ANDREW,W,HUCK,,,Y,Y
OLE3052,OLE3052,OLE3052,PRFR,WOODROW,E,WENTWORTH,,,Y,Y
OLE3053,OLE3053,OLE3053,PRFR,ART,X,MAYHEW,,,Y,Y
OLE3054,OLE3054,OLE3054,PRFR,JOSEPHINE,F,LINGENFELTER,,,Y,Y
OLE3055,OLE3055,OLE3055,PRFR,NOAH,P,SOLIS,,,Y,Y
OLE3056,OLE3056,OLE3056,PRFR,RAMON,L,KEYSER,,,Y,Y
OLE3057,OLE3057,OLE3057,PRFR,JIMMY,V,THAMES,,,Y,Y
OLE3058,OLE3058,OLE3058,PRFR,GUSTAVO,Y,ELIAS,,,Y,Y
OLE3059,OLE3059,OLE3059,PRFR,DELIA,B,HEROD,,,Y,Y
OLE3060,OLE3060,OLE3060,PRFR,JEAN,S,BLAINE,,,Y,Y
OLE3061,OLE3061,OLE3061,PRFR,JONAS,M,BAIRD,,,Y,Y
OLE3062,OLE3062,OLE3062,PRFR,ESTER,K,BROOMFIELD,,,Y,Y
OLE3063,OLE3063,OLE3063,PRFR,FERDINAND,T,STROMBERG,,,Y,Y
OLE3064,OLE3064,OLE3064,PRFR,LAURI,D,MICHALAK,,,Y,Y
OLE3065,OLE3065,OLE3065,PRFR,WILBERT,V,MCMURRY,,,Y,Y
OLE3066,OLE3066,OLE3066,PRFR,PORFIRIO,H,FOREST,,,Y,Y
OLE3067,OLE3067,OLE3067,PRFR,MOISES,H,KOZLOWSKI,,,Y,Y
OLE3068,OLE3068,OLE3068,PRFR,WALDO,S,SMITHSON,,,Y,Y
OLE3069,OLE3069,OLE3069,PRFR,ADRIAN,Q,WILK,,,Y,Y
OLE3070,OLE3070,OLE3070,PRFR,JOSIAH,X,LANDEROS,,,Y,Y
OLE3071,OLE3071,OLE3071,PRFR,ARIEL,E,ABAD,,,Y,Y
OLE3072,OLE3072,OLE3072,PRFR,LADONNA,P,HOGGARD,,,Y,Y
OLE3073,OLE3073,OLE3073,PRFR,SELMA,P,LITTLES,,,Y,Y
OLE3074,OLE3074,OLE3074,PRFR,ALTON,V,JANKOWSKI,,,Y,Y
OLE3075,OLE3075,OLE3075,PRFR,MICHELE,J,MORENO,,,Y,Y
OLE3076,OLE3076,OLE3076,PRFR,LETICIA,X,GUTIERREZ,,,Y,Y
OLE3077,OLE3077,OLE3077,PRFR,DOMINIC,J,KEAN,,,Y,Y
OLE3078,OLE3078,OLE3078,PRFR,MYRA,P,LARGE,,,Y,Y
OLE3079,OLE3079,OLE3079,PRFR,LAWRENCE,Y,MERAZ,,,Y,Y
OLE3080,OLE3080,OLE3080,PRFR,LOUIE,H,RAAB,,,Y,Y
OLE3081,OLE3081,OLE3081,PRFR,ROMEO,K,RUFFNER,,,Y,Y
OLE3082,OLE3082,OLE3082,PRFR,MOHAMED,I,BILLUPS,,,Y,Y
OLE3083,OLE3083,OLE3083,PRFR,STANLEY,L,MORELL,,,Y,Y
OLE3084,OLE3084,OLE3084,PRFR,BROOKE,D,RUBEN,,,Y,Y
OLE3085,OLE3085,OLE3085,PRFR,CLAIR,T,BURROWS,,,Y,Y
OLE3086,OLE3086,OLE3086,PRFR,PHILLIP,Z,BENTLEY,,,Y,Y
OLE3087,OLE3087,OLE3087,PRFR,ALFONZO,T,ICKES,,,Y,Y
OLE3088,OLE3088,OLE3088,PRFR,SELMA,W,DERRY,,,Y,Y
OLE3089,OLE3089,OLE3089,PRFR,LUIS,Z,NEWSON,,,Y,Y
OLE3090,OLE3090,OLE3090,PRFR,RONNY,W,JAWORSKI,,,Y,Y
OLE3091,OLE3091,OLE3091,PRFR,ROBT,P,COGGINS,,,Y,Y
OLE3092,OLE3092,OLE3092,PRFR,DANNIE,W,GERHARDT,,,Y,Y
OLE3093,OLE3093,OLE3093,PRFR,MARTY,K,CUSTER,,,Y,Y
OLE3094,OLE3094,OLE3094,PRFR,DOYLE,N,GINSBERG,,,Y,Y
OLE3095,OLE3095,OLE3095,PRFR,GEORGETTE,M,YIM,,,Y,Y
OLE3096,OLE3096,OLE3096,PRFR,OLLIE,N,MCKAMEY,,,Y,Y
OLE3097,OLE3097,OLE3097,PRFR,TROY,Z,LANDER,,,Y,Y
OLE3098,OLE3098,OLE3098,PRFR,ARMANDO,K,FIX,,,Y,Y
OLE3099,OLE3099,OLE3099,PRFR,TIM,G,BAYLES,,,Y,Y
OLE3100,OLE3100,OLE3100,PRFR,HOMER,X,FORE,,,Y,Y
OLE3101,OLE3101,OLE3101,PRFR,SASHA,L,CHABOT,,,Y,Y
OLE3102,OLE3102,OLE3102,PRFR,CARL,E,BURNSIDE,,,Y,Y
OLE3103,OLE3103,OLE3103,PRFR,JAMES,K,TRUEBLOOD,,,Y,Y
OLE3104,OLE3104,OLE3104,PRFR,HANK,B,NICHOL,,,Y,Y
OLE3105,OLE3105,OLE3105,PRFR,SHELTON,N,EBERLE,,,Y,Y
OLE3106,OLE3106,OLE3106,PRFR,MIKE,B,BOLANOS,,,Y,Y
OLE3107,OLE3107,OLE3107,PRFR,DAMON,U,AYCOCK,,,Y,Y
OLE3108,OLE3108,OLE3108,PRFR,DENNY,F,BRENT,,,Y,Y
OLE3109,OLE3109,OLE3109,PRFR,ALBERT,S,ATWOOD,,,Y,Y
OLE3110,OLE3110,OLE3110,PRFR,LAZARO,T,QUINTANILLA,,,Y,Y
OLE3111,OLE3111,OLE3111,PRFR,CANDY,J,AUSTIN,,,Y,Y
OLE3112,OLE3112,OLE3112,PRFR,TAMMY,V,ISLAS,,,Y,Y
