ENTITY_EXT_ID_ID,OBJ_ID,ENTITY_ID,EXT_ID_TYP_CD,EXT_ID
OLE4508,OLE4508,OLE2809,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4509,OLE4509,OLE2810,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4510,OLE4510,OLE2811,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4511,OLE4511,OLE2812,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4512,OLE4512,OLE2813,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4513,OLE4513,OLE2814,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4514,OLE4514,OLE2815,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4515,OLE4515,OLE2816,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4516,OLE4516,OLE2817,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4517,OLE4517,OLE2818,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4518,OLE4518,OLE2819,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4519,OLE4519,OLE2820,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4520,OLE4520,OLE2821,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4521,OLE4521,OLE2822,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4522,OLE4522,OLE2823,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4523,OLE4523,OLE2824,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4524,OLE4524,OLE2825,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4525,OLE4525,OLE2826,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4526,OLE4526,OLE2827,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4527,OLE4527,OLE2828,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4528,OLE4528,OLE2829,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4529,OLE4529,OLE2830,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4530,OLE4530,OLE2831,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4531,OLE4531,OLE2832,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4532,OLE4532,OLE2833,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4533,OLE4533,OLE2834,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4534,OLE4534,OLE2835,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4535,OLE4535,OLE2836,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4536,OLE4536,OLE2837,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4537,OLE4537,OLE2838,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4538,OLE4538,OLE2839,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4539,OLE4539,OLE2840,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4540,OLE4540,OLE2841,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4541,OLE4541,OLE2842,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4542,OLE4542,OLE2843,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4543,OLE4543,OLE2844,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4544,OLE4544,OLE2845,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4545,OLE4545,OLE2846,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4546,OLE4546,OLE2847,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4547,OLE4547,OLE2848,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4548,OLE4548,OLE2849,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4549,OLE4549,OLE2850,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4550,OLE4550,OLE2851,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4551,OLE4551,OLE2852,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4552,OLE4552,OLE2853,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4553,OLE4553,OLE2854,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4554,OLE4554,OLE2855,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4555,OLE4555,OLE2856,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4556,OLE4556,OLE2857,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4557,OLE4557,OLE2858,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4558,OLE4558,OLE2859,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4559,OLE4559,OLE2860,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4560,OLE4560,OLE2861,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4561,OLE4561,OLE2862,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4562,OLE4562,OLE2863,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4563,OLE4563,OLE2864,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4564,OLE4564,OLE2865,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4565,OLE4565,OLE2866,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4566,OLE4566,OLE2867,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4567,OLE4567,OLE2868,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4568,OLE4568,OLE2869,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4569,OLE4569,OLE2870,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4570,OLE4570,OLE2871,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4571,OLE4571,OLE2872,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4572,OLE4572,OLE2873,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4573,OLE4573,OLE2874,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4574,OLE4574,OLE2875,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4575,OLE4575,OLE2876,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4576,OLE4576,OLE2877,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4577,OLE4577,OLE2878,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4578,OLE4578,OLE2879,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4579,OLE4579,OLE2880,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4580,OLE4580,OLE2881,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4581,OLE4581,OLE2882,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4582,OLE4582,OLE2883,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4583,OLE4583,OLE2884,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4584,OLE4584,OLE2885,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4585,OLE4585,OLE2886,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4586,OLE4586,OLE2887,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4587,OLE4587,OLE2888,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4588,OLE4588,OLE2889,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4589,OLE4589,OLE2890,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4590,OLE4590,OLE2891,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4591,OLE4591,OLE2892,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4592,OLE4592,OLE2893,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4593,OLE4593,OLE2894,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4594,OLE4594,OLE2895,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4595,OLE4595,OLE2896,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4596,OLE4596,OLE2897,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4597,OLE4597,OLE2898,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4598,OLE4598,OLE2899,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4599,OLE4599,OLE2900,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4600,OLE4600,OLE2901,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4601,OLE4601,OLE2902,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4602,OLE4602,OLE2903,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4603,OLE4603,OLE2904,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4604,OLE4604,OLE2905,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4605,OLE4605,OLE2906,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4606,OLE4606,OLE2907,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4607,OLE4607,OLE2908,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4608,OLE4608,OLE2909,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4609,OLE4609,OLE2910,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4610,OLE4610,OLE2911,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4611,OLE4611,OLE2912,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4612,OLE4612,OLE2913,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4613,OLE4613,OLE2914,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4614,OLE4614,OLE2915,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4615,OLE4615,OLE2916,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4616,OLE4616,OLE2917,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4617,OLE4617,OLE2918,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4618,OLE4618,OLE2919,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4619,OLE4619,OLE2920,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4620,OLE4620,OLE2921,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4621,OLE4621,OLE2922,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4622,OLE4622,OLE2923,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4623,OLE4623,OLE2924,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4624,OLE4624,OLE2925,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4625,OLE4625,OLE2926,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4626,OLE4626,OLE2927,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4627,OLE4627,OLE2928,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4628,OLE4628,OLE2929,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4629,OLE4629,OLE2930,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4630,OLE4630,OLE2931,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4631,OLE4631,OLE2932,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4632,OLE4632,OLE2933,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4633,OLE4633,OLE2934,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4634,OLE4634,OLE2935,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4635,OLE4635,OLE2936,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4636,OLE4636,OLE2937,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4637,OLE4637,OLE2938,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4638,OLE4638,OLE2939,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4639,OLE4639,OLE2940,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4640,OLE4640,OLE2941,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4641,OLE4641,OLE2942,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4642,OLE4642,OLE2943,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4643,OLE4643,OLE2944,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4644,OLE4644,OLE2945,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4645,OLE4645,OLE2946,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4646,OLE4646,OLE2947,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4647,OLE4647,OLE2948,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4648,OLE4648,OLE2949,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4649,OLE4649,OLE2950,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4650,OLE4650,OLE2951,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4651,OLE4651,OLE2952,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4652,OLE4652,OLE2953,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4653,OLE4653,OLE2954,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4654,OLE4654,OLE2955,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4655,OLE4655,OLE2956,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4656,OLE4656,OLE2957,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4657,OLE4657,OLE2958,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4658,OLE4658,OLE2959,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4659,OLE4659,OLE2960,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4660,OLE4660,OLE2961,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4661,OLE4661,OLE2962,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4662,OLE4662,OLE2963,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4663,OLE4663,OLE2964,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4664,OLE4664,OLE2965,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4665,OLE4665,OLE2966,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4666,OLE4666,OLE2967,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4667,OLE4667,OLE2968,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4668,OLE4668,OLE2969,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4669,OLE4669,OLE2970,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4670,OLE4670,OLE2971,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4671,OLE4671,OLE2972,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4672,OLE4672,OLE2973,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4673,OLE4673,OLE2974,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4674,OLE4674,OLE2975,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4675,OLE4675,OLE2976,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4676,OLE4676,OLE2977,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4677,OLE4677,OLE2978,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4678,OLE4678,OLE2979,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4679,OLE4679,OLE2980,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4680,OLE4680,OLE2981,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4681,OLE4681,OLE2982,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4682,OLE4682,OLE2983,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4683,OLE4683,OLE2984,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4684,OLE4684,OLE2985,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4685,OLE4685,OLE2986,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4686,OLE4686,OLE2987,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4687,OLE4687,OLE2988,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4688,OLE4688,OLE2989,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4689,OLE4689,OLE2990,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4690,OLE4690,OLE2991,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4691,OLE4691,OLE2992,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4692,OLE4692,OLE2993,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4693,OLE4693,OLE2994,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4694,OLE4694,OLE2995,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4695,OLE4695,OLE2996,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4696,OLE4696,OLE2997,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4697,OLE4697,OLE2998,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4698,OLE4698,OLE2999,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4699,OLE4699,OLE3000,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4700,OLE4700,OLE3001,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4701,OLE4701,OLE3002,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4702,OLE4702,OLE3003,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4703,OLE4703,OLE3004,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4704,OLE4704,OLE3005,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4705,OLE4705,OLE3006,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4706,OLE4706,OLE3007,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4707,OLE4707,OLE3008,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4708,OLE4708,OLE3009,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4709,OLE4709,OLE3010,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4710,OLE4710,OLE3011,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4711,OLE4711,OLE3012,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4712,OLE4712,OLE3013,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4713,OLE4713,OLE3014,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4714,OLE4714,OLE3015,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4715,OLE4715,OLE3016,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4716,OLE4716,OLE3017,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4717,OLE4717,OLE3018,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4718,OLE4718,OLE3019,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4719,OLE4719,OLE3020,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4720,OLE4720,OLE3021,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4721,OLE4721,OLE3022,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4722,OLE4722,OLE3023,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4723,OLE4723,OLE3024,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4724,OLE4724,OLE3025,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4725,OLE4725,OLE3026,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4726,OLE4726,OLE3027,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4727,OLE4727,OLE3028,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4728,OLE4728,OLE3029,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4729,OLE4729,OLE3030,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4730,OLE4730,OLE3031,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4731,OLE4731,OLE3032,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4732,OLE4732,OLE3033,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4733,OLE4733,OLE3034,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4734,OLE4734,OLE3035,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4735,OLE4735,OLE3036,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4736,OLE4736,OLE3037,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4737,OLE4737,OLE3038,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4738,OLE4738,OLE3039,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4739,OLE4739,OLE3040,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4740,OLE4740,OLE3041,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4741,OLE4741,OLE3042,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4742,OLE4742,OLE3043,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4743,OLE4743,OLE3044,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4744,OLE4744,OLE3045,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4745,OLE4745,OLE3046,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4746,OLE4746,OLE3047,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4747,OLE4747,OLE3048,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4748,OLE4748,OLE3049,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4749,OLE4749,OLE3050,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4750,OLE4750,OLE3051,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4751,OLE4751,OLE3052,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4752,OLE4752,OLE3053,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4753,OLE4753,OLE3054,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4754,OLE4754,OLE3055,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4755,OLE4755,OLE3056,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4756,OLE4756,OLE3057,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4757,OLE4757,OLE3058,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4758,OLE4758,OLE3059,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4759,OLE4759,OLE3060,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4760,OLE4760,OLE3061,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4761,OLE4761,OLE3062,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4762,OLE4762,OLE3063,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4763,OLE4763,OLE3064,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4764,OLE4764,OLE3065,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4765,OLE4765,OLE3066,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4766,OLE4766,OLE3067,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4767,OLE4767,OLE3068,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4768,OLE4768,OLE3069,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4769,OLE4769,OLE3070,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4770,OLE4770,OLE3071,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4771,OLE4771,OLE3072,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4772,OLE4772,OLE3073,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4773,OLE4773,OLE3074,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4774,OLE4774,OLE3075,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4775,OLE4775,OLE3076,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4776,OLE4776,OLE3077,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4777,OLE4777,OLE3078,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4778,OLE4778,OLE3079,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4779,OLE4779,OLE3080,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4780,OLE4780,OLE3081,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4781,OLE4781,OLE3082,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4782,OLE4782,OLE3083,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4783,OLE4783,OLE3084,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4784,OLE4784,OLE3085,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4785,OLE4785,OLE3086,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4786,OLE4786,OLE3087,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4787,OLE4787,OLE3088,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4788,OLE4788,OLE3089,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4789,OLE4789,OLE3090,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4790,OLE4790,OLE3091,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4791,OLE4791,OLE3092,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4792,OLE4792,OLE3093,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4793,OLE4793,OLE3094,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4794,OLE4794,OLE3095,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4795,OLE4795,OLE3096,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4796,OLE4796,OLE3097,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4797,OLE4797,OLE3098,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4798,OLE4798,OLE3099,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4799,OLE4799,OLE3100,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4800,OLE4800,OLE3101,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4801,OLE4801,OLE3102,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4802,OLE4802,OLE3103,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4803,OLE4803,OLE3104,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4804,OLE4804,OLE3105,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4805,OLE4805,OLE3106,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4806,OLE4806,OLE3107,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4807,OLE4807,OLE3108,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4808,OLE4808,OLE3109,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4809,OLE4809,OLE3110,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4810,OLE4810,OLE3111,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4811,OLE4811,OLE3112,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4812,OLE4812,OLE3113,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4813,OLE4813,OLE3114,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4814,OLE4814,OLE3115,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4815,OLE4815,OLE3116,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4816,OLE4816,OLE3117,TAX,XBy8HbA0p2kc3lalnjPKpA==
